id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override
465686,Bottles and Jars,2021-08-02 16:57:31.253,yes,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 816, 'x2': 1139, 'y1': 568, 'y2': 643}",NULL,NULL,NULL,NULL,NULL,NULL
465687,Food and Beverage Cartons,2021-08-02 16:57:31.253,yes,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 435, 'x2': 758, 'y1': 593, 'y2': 668}",NULL,NULL,NULL,NULL,NULL,NULL
465688,Aluminum and Steel Cans,2021-08-02 16:57:31.253,yes,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 88, 'x2': 411, 'y1': 595, 'y2': 670}",NULL,NULL,NULL,NULL,NULL,NULL
465689,No Tanglers,2021-08-02 16:57:31.253,no,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 1502, 'x2': 1756, 'y1': 955, 'y2': 1031}",NULL,NULL,NULL,NULL,NULL,NULL
465690,No Clothing or Linens,2021-08-02 16:57:31.253,no,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 1209, 'x2': 1463, 'y1': 975, 'y2': 1051}",NULL,NULL,NULL,NULL,NULL,NULL
465691,No Food or Liquid,2021-08-02 16:57:31.253,no,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 864, 'x2': 1118, 'y1': 987, 'y2': 1063}",NULL,NULL,NULL,NULL,NULL,NULL
465692,No Plastic Bags,2021-08-02 16:57:31.253,no,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 604, 'x2': 858, 'y1': 949, 'y2': 1025}",NULL,NULL,NULL,NULL,NULL,NULL
465693,No Garbage,2021-08-02 16:57:31.253,no,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 324, 'x2': 578, 'y1': 1051, 'y2': 1127}",NULL,NULL,NULL,NULL,NULL,NULL
465694,Do Not Bag Recyclables,2021-08-02 16:57:31.253,no,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 318, 'x2': 572, 'y1': 975, 'y2': 1051}",NULL,NULL,NULL,NULL,NULL,NULL
465695,empty aerosol ( spray ) cans,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 107, 'x2': 1109, 'y1': 8734, 'y2': 8782}",NULL,NULL,NULL,NULL,NULL,NULL
465696,paint,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 106, 'x2': 1108, 'y1': 8689, 'y2': 8737}",NULL,NULL,NULL,NULL,NULL,NULL
465697,motor oil and cooking oil,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 107, 'x2': 1109, 'y1': 8647, 'y2': 8695}",NULL,NULL,NULL,NULL,NULL,NULL
465698,aluminum foil and trays,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 107, 'x2': 1109, 'y1': 8609, 'y2': 8657}",NULL,NULL,NULL,NULL,NULL,NULL
465699,propane tanks,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 109, 'x2': 1111, 'y1': 8568, 'y2': 8616}",NULL,NULL,NULL,NULL,NULL,NULL
465700,diapers or sanitary products,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 109, 'x2': 1111, 'y1': 8526, 'y2': 8574}",NULL,NULL,NULL,NULL,NULL,NULL
465701,medical waste ( i.e. syringes ),2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 109, 'x2': 1111, 'y1': 8476, 'y2': 8524}",NULL,NULL,NULL,NULL,NULL,NULL
465702,rope - like items ( i.e. garden hoses ),2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 109, 'x2': 1111, 'y1': 8438, 'y2': 8486}",NULL,NULL,NULL,NULL,NULL,NULL
465703,"construction debris ( i.e. wood , insulation )",2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 109, 'x2': 1111, 'y1': 8393, 'y2': 8441}",NULL,NULL,NULL,NULL,NULL,NULL
465704,clothing and shoes,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 102, 'x2': 1104, 'y1': 8351, 'y2': 8399}",NULL,NULL,NULL,NULL,NULL,NULL
465705,electronics,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 103, 'x2': 1105, 'y1': 8316, 'y2': 8364}",NULL,NULL,NULL,NULL,NULL,NULL
465706,light bulbs,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 101, 'x2': 1103, 'y1': 8277, 'y2': 8325}",NULL,NULL,NULL,NULL,NULL,NULL
465707,batteries,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 105, 'x2': 1107, 'y1': 8223, 'y2': 8271}",NULL,NULL,NULL,NULL,NULL,NULL
465708,"bulky plastic items ( i.e. toys , hangers )",2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 100, 'x2': 1102, 'y1': 8185, 'y2': 8233}",NULL,NULL,NULL,NULL,NULL,NULL
465709,yard waste,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 102, 'x2': 1104, 'y1': 8139, 'y2': 8187}",NULL,NULL,NULL,NULL,NULL,NULL
465710,food waste,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 102, 'x2': 1104, 'y1': 8103, 'y2': 8151}",NULL,NULL,NULL,NULL,NULL,NULL
465711,shredded paper,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 102, 'x2': 1104, 'y1': 8060, 'y2': 8108}",NULL,NULL,NULL,NULL,NULL,NULL
465712,household garbage,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 106, 'x2': 1108, 'y1': 8018, 'y2': 8066}",NULL,NULL,NULL,NULL,NULL,NULL
465713,styrofoam packaging or food containers,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 105, 'x2': 1107, 'y1': 7974, 'y2': 8022}",NULL,NULL,NULL,NULL,NULL,NULL
465714,Plastic wrap ( i.e. thin plastic food wrap or shrink wrapping / product packaging ) . otur,2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 105, 'x2': 1107, 'y1': 7935, 'y2': 7993}",NULL,NULL,NULL,NULL,NULL,NULL
465715,"Plastic bags ( i.e. shopping bags , cereal bags , trash bags ) .",2021-08-02 17:02:16.013,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 105, 'x2': 1107, 'y1': 7889, 'y2': 7947}",NULL,NULL,NULL,NULL,NULL,NULL
465716,Broth & soup cartons,2021-08-02 17:02:16.013,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 107, 'x2': 931, 'y1': 6416, 'y2': 6520}",NULL,NULL,NULL,NULL,NULL,NULL
465717,Milk & juice cartons Ice cream cartons,2021-08-02 17:02:16.013,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 115, 'x2': 939, 'y1': 6321, 'y2': 6425}",NULL,NULL,NULL,NULL,NULL,NULL
465719,Aluminum cans and caps / lids Steel and tin cans,2021-08-02 17:02:16.013,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 117, 'x2': 941, 'y1': 5382, 'y2': 5486}",NULL,NULL,NULL,NULL,NULL,NULL
465720,Paper egg cartons,2021-08-02 17:02:16.013,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 117, 'x2': 941, 'y1': 5026, 'y2': 5130}",NULL,NULL,NULL,NULL,NULL,NULL
465722,Shoe boxes Gift boxes,2021-08-02 17:02:16.013,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 112, 'x2': 936, 'y1': 4829, 'y2': 4933}",NULL,NULL,NULL,NULL,NULL,NULL
280509,"all clean paper ( ,cartons,& corrugated boxes,;  &  (must be empty & dry); all  hangers;",2020-11-09 13:06:52.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280510,No text - category selected manually,2020-11-09 13:06:52.033,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280511,"paper
this is an image of items that can be recycled:  box, paper,  mail, office and school paper
 , and 
,

fiberboard boxes (cracker/cereal)

metal
steel food containers


plastics

detergent bottles
cleaning solution bottles

cartons
milk and creamer containers",2020-11-09 13:06:52.780,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280512,No text - category selected manually,2020-11-09 13:06:52.780,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280513,"empty aerosal cans are recyclable  are recyclable is recyclable  are recyclable 

mail is recyclable juice and  are recyclable  paper is recyclable pizza and food cardvoard boxes are recyclable",2020-11-09 13:06:53.003,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280514,Styrofoam and Clear Plastic Clamshells,2020-11-09 13:06:53.047,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280515,"aluminum
tin/steel
cereal-type boxes
cartons
,/",2020-11-09 13:06:53.483,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280516,"no  foam
(eg. packing materials or take-out containers)
no waxed carton or waxed paper
no rubber or hard plastics
no garden hoses, rope or cords
no toys
no mirrors, tempered  or ceramics
no electronics or household batteries
(see page 14)
no sharps containers, light bulbs or
hazardous waste (see page 14)",2020-11-09 13:06:53.613,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280573,No text - category selected manually,2020-11-09 13:06:57.253,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
306757,No text - category selected manually,2020-11-16 15:28:45.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
310641,No text - category selected manually,2020-11-16 15:31:10.730,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280534,"paper
,and , (no need to shred them)
shredded personal documents
boxes, such as ,pasta boxes, frozen dinner boxes and drink cartons
shoe boxes
 and ,

copy and computer paper -- white and colors
protective paper wrapping on shoes, purses, etc.
plastic
water/soda bottles (with lids removed)
detergent, soap, and shampoo bottles (with lids removed)
milk jugs
butter, sour cream, and yogurt tubs
syrup, peanut butter, and squeezable jelly bottles
metal
clean aluminum, tin, and steel
 for things like vegetables and soup
 - sodas, energy drinks, etc.
other",2020-11-09 13:06:55.140,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280535,"plastic bags
plastic film

household hazardous waste
food waste or liquids
containers with food residuals (like ,)
wet paper products
yard waste (grass trimmings, branches)
styrofoam
waxed paper or waxed",2020-11-09 13:06:55.320,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280536,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280537,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280538,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280539,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280540,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280541,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280542,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280543,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280544,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280545,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280546,No text - category selected manually,2020-11-09 13:06:55.320,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
312353,No text - category selected manually,2020-11-16 15:32:14.940,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
312354,No text - category selected manually,2020-11-16 15:32:14.940,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
312355,No text - category selected manually,2020-11-16 15:32:14.940,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
312356,Aluminum cans,2020-11-16 15:32:15.370,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280574,No text - category selected manually,2020-11-09 13:06:57.253,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280575,No text - category selected manually,2020-11-09 13:06:57.253,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280576,No text - category selected manually,2020-11-09 13:06:57.253,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280577,No text - category selected manually,2020-11-09 13:06:57.253,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280578,No text - category selected manually,2020-11-09 13:06:57.253,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280579,No text - category selected manually,2020-11-09 13:06:57.253,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280580,No text - category selected manually,2020-11-09 13:06:57.253,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280581,No text - category selected manually,2020-11-09 13:06:57.253,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280582,No text - category selected manually,2020-11-09 13:06:57.253,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280583,"and lids, soda crates, garbage cans and 18-gallon recycling bins.

paper products, color paper, mail, non-foil   and greeting cards that don’t have electrical devices.

also acceptable:   lids, paper towel rolls,egg cartons, flattened boxes",2020-11-09 13:06:57.860,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280584,"books,  film, coat hangers, flower pots, pots and pans that have electric plugs, cereal bags, styrofoam, bubble wrap, ceramic, broken",2020-11-09 13:06:58.040,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280585,"#1 plastic(pete), #2 plastic (hdpe colored), #2 plastic (hdpe clear),and ,white ",2020-11-09 13:06:58.433,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280586,No text - category selected manually,2020-11-09 13:06:58.433,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280587," ( ,
 tin
plastics (hard containers, bottles numbers 1 and 2 only)",2020-11-09 13:06:58.780,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280588,"plastic bags
glass",2020-11-09 13:06:58.830,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280589,"paper, advertising , and",2020-11-09 13:06:59.537,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
314654,No text - category selected manually,2020-11-16 15:33:41.340,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
314655,No text - category selected manually,2020-11-16 15:33:41.340,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
314656,No text - category selected manually,2020-11-16 15:33:41.340,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280793,junk mail,2020-11-09 14:05:48.147,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280794,envelopes,2020-11-09 14:05:48.147,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280795,magazines,2020-11-09 14:05:48.147,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280796,catalogs,2020-11-09 14:05:48.147,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281025,shredded paper (contained in a paper bag or box),2020-11-09 14:05:57.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280814,food cans,2020-11-09 14:05:49.260,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280815,aluminum foil,2020-11-09 14:05:49.260,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
280816,aluminum trays & pans,2020-11-09 14:05:49.260,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300289,magazines,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
317211,No text - category selected manually,2020-11-16 15:35:26.873,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
317212,No text - category selected manually,2020-11-16 15:35:26.873,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
317213,No text - category selected manually,2020-11-16 15:35:26.873,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
317214,No text - category selected manually,2020-11-16 15:35:26.873,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
317215,No text - category selected manually,2020-11-16 15:35:26.873,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
280999,"bottles: (plastic &  - plastic bottles* milk, water, detergent, soda and shampoo (flatten and replace cap);",2020-11-09 14:05:55.450,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281000,juice cartons and milk cartons,2020-11-09 14:05:55.453,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281001,"paper, bottles, cans (food/ beverage)


    paper: clean and dry  , printer paper, copier paper, mail and all other , without wax liners: packing boxes, gift boxes and ; flatten all boxes before placing them in your cart
    cans,aluminum bottles are also accepted
    cartons: aseptic poly-coated drink boxes",2020-11-09 14:05:55.453,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300534,frozen food boxes,2020-11-16 15:24:34.583,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300535,paperback books,2020-11-16 15:24:34.583,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281026,corrugated cardboard,2020-11-09 14:05:57.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281027,phone books,2020-11-09 14:05:57.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281028,newspaper (including inserts),2020-11-09 14:05:57.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281029,junk mail,2020-11-09 14:05:57.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281030,magazines,2020-11-09 14:05:57.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
320147,No text - category selected manually,2020-11-17 08:03:13.647,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
320148,No text - category selected manually,2020-11-17 08:03:13.647,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
320149,No text - category selected manually,2020-11-17 08:03:13.647,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
320150,No text - category selected manually,2020-11-17 08:03:13.647,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
320151,No text - category selected manually,2020-11-17 08:03:13.647,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
320152,No text - category selected manually,2020-11-17 08:03:13.647,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
281056,"animal waste
- animal waste bags
- bubble wrap packaging+
-  cds & dvds (both disks and plastic cases)
- carbon paper
- carpet
- cat litter
- ceramic pottery, mugs, dishes
- cigarette butts

- deceased animals (up to 10 lbs.)
- dishes
- disposable diapers
- egg cartons (polystyrene foam)
- flooring
- food waste
- garden hoses
-  dishes
-  window panes
- mirrors
- napkins

- old clothes (not suitable for donation)
- palm / yucca fronds
- paper towels
- soiled paper plates
- polystyrene foam
- polystyrene foam packing peanuts+
- tissue
- toothpaste tubes
- vcr tapes
- waxed paper
- plastic bags (all types)",2020-11-09 14:05:58.040,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281057,paint cans,2020-11-09 14:05:58.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281058,empty aerosol,2020-11-09 14:05:58.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281059,aluminum cans,2020-11-09 14:05:58.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281060,tin/steel food cans,2020-11-09 14:05:58.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281061,clear glass bottles and jars,2020-11-09 14:05:58.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
321939,Aluminum cans,2020-11-17 08:04:26.193,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
321940,cardboard,2020-11-17 08:04:26.193,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
321941,paper,2020-11-17 08:04:26.193,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
321942,No text - category selected manually,2020-11-17 08:04:26.193,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300290,catalogs,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300291,"paper
, , and  (no need to shred them)
shredded personal documents
boxes, such as , pasta boxes, frozen dinner boxes and drink cartons
shoe boxes
 and 

copy and computer paper -- white and colors
protective paper wrapping on shoes, purses, etc.
plastic
water/soda bottles (with lids removed)
detergent, soap, and shampoo bottles (with lids removed)
milk jugs
butter, sour cream, and yogurt tubs
syrup, peanut butter, and squeezable jelly bottles
metal
clean aluminum, tin, and steel
 for things like vegetables and soup
 - sodas, energy drinks, etc.
other 
ea cans",2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300292,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300293,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300294,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300295,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300296,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300297,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300298,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300299,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300300,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300301,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300302,No text - category selected manually,2020-11-16 15:24:25.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
323583,No text - category selected manually,2020-11-17 08:05:28.243,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
323584,No text - category selected manually,2020-11-17 08:05:28.243,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
323585,No text - category selected manually,2020-11-17 08:05:28.243,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
323586,No text - category selected manually,2020-11-17 08:05:28.243,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
323587,No text - category selected manually,2020-11-17 08:05:28.243,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300309,"plastic #1 (pet)
plastic #2",2020-11-16 15:24:25.920,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300310,plastic bottles,2020-11-16 15:24:25.920,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300311,plastic food storage containers,2020-11-16 15:24:25.920,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300312,cardboard,2020-11-16 15:24:25.920,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
317216,No text - category selected manually,2020-11-16 15:35:26.873,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
317217,No text - category selected manually,2020-11-16 15:35:26.873,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
317218,No text - category selected manually,2020-11-16 15:35:26.873,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
317219,No text - category selected manually,2020-11-16 15:35:26.873,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300536,envelopes,2020-11-16 15:24:34.583,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300537,magazines,2020-11-16 15:24:34.583,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300538,catalogs,2020-11-16 15:24:34.583,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300539,inserts,2020-11-16 15:24:34.583,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300540,"plastic

shampoo, conditioner bottles
household cleaner bottles
detergent,fabric softener bottles
yogurt, dairy and margarine tubs
new! plastic plant pots (no soil)
plastic cups
 any color

soda cans

new! clean 
paper and 
, 
mail,  (windowed too)
cereal and dry food boxes (no liners)


,  and 
non-foil 
 milk, soy milk and broth containers
milk, ice cream cartons
paper cups, coffee cups
metal",2020-11-16 15:24:34.583,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300617,cardboard (flattened),2020-11-16 15:24:37.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300618,phone books,2020-11-16 15:24:37.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300619,newspapers and inserts,2020-11-16 15:24:37.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300620,paperback books,2020-11-16 15:24:37.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
310642,Metal Containers,2020-11-16 15:31:10.947,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
310643,glass containers,2020-11-16 15:31:10.947,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
310644,"plastic containers
(single polymer plastics)",2020-11-16 15:31:10.947,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300715,inserts,2020-11-16 15:24:43.107,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300716,"all
 including 
 and 



 and 
 pots and toys

 after rinsing out

paper",2020-11-16 15:24:43.107,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300717,Tin and Aluminum Cans,2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300718,plastics with #1 through #7,2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300719,shredded paper,2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300720,cardboard,2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300721,phone books,2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300722,newspaper and inserts,2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300723,office paper,2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300724,junk mail,2020-11-16 15:24:43.573,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
