id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override,token_count,clean_text,tokens
303185,inserts,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,text,1.0,['inserts'],['inserts']
303186,"plastics
• all plastics
(#1 - #7) 
paper
•  w/

• , 
• 
• 
• food boxes
•  

•  (clean)
• shipping boxes
• beverage cases",2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,text,11.0,"['plastics', '  all plastics', '          ', 'paper', '   w ', '  food boxes', '   ', '    clean ', '  shipping boxes', '  beverage cases']","['plastics', 'plastics', 'paper', 'w', 'food', 'boxes', 'clean', 'shipping', 'boxes', 'beverage', 'cases']"
303187,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303188,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303189,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303190,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303191,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303192,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303193,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303194,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303195,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303196,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303197,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303198,No text - category selected manually,2020-11-16 15:26:25.783,yes,,,,,0.1.0,0.1.0,checkbox,,,
303199,Metal Containers,2020-11-16 15:26:26.167,yes,,,,,0.1.0,0.1.0,text,2.0,['metal containers'],"['metal', 'containers']"
303200,"glass: clear, green or brown",2020-11-16 15:26:26.167,yes,,,,,0.1.0,0.1.0,text,4.0,"['glass', ' clear', ' green or brown']","['glass', 'clear', 'green', 'brown']"
303227,"paper products:  , ,  printer paper, copier paper, mail and all other  without wax liners: packing boxes, , gift boxes and . flatten boxes before placing in your cart
cans: ; aluminum bottles are also accepted
cartons: aseptic poly-coated drink boxes",2020-11-16 15:26:27.017,yes,,,,,0.1.0,0.1.0,text,27.0,"['paper products', '  printer paper', ' copier paper', ' mail and all other  without wax liners', ' packing boxes', ' gift boxes and   flatten boxes before placing in your cart', 'cans', '   aluminum bottles are also accepted', 'cartons', ' aseptic poly coated drink boxes']","['paper', 'products', 'printer', 'paper', 'copier', 'paper', 'mail', 'wax', 'liners', 'packing', 'boxes', 'gift', 'boxes', 'flatten', 'boxes', 'placing', 'cart', 'cans', 'aluminum', 'bottles', 'accepted', 'cartons', 'aseptic', 'poly', 'coated', 'drink', 'boxes']"
303228,Tin Cans,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,2.0,['tin cans'],"['tin', 'cans']"
303229,aluminum- foil,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum  foil'],"['aluminum', 'foil']"
303230,"plastics #1 and #2- milk, cider and laundry jugs",2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,5.0,"['plastics    and     milk', ' cider and laundry jugs']","['plastics', 'milk', 'cider', 'laundry', 'jugs']"
303231,corrugated cardboard boxes,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,3.0,['corrugated cardboard boxes'],"['corrugated', 'cardboard', 'boxes']"
303232,phone books,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
303233,paper bag,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,2.0,['paper bag'],"['paper', 'bag']"
341807,No text - category selected manually,2020-11-17 09:49:14.587,yes,,,,,0.1.1,0.1.0,checkbox,,,
341808,No text - category selected manually,2020-11-17 09:49:14.587,yes,,,,,0.1.1,0.1.0,checkbox,,,
303313,"– – 
 glass only
household plastic – grocery bags
 – , brochures, postcards, etc.
 & catalogues – all types & sizes
 – bands
 –",2020-11-16 15:26:30.673,yes,,,,,0.1.0,0.1.0,text,11.0,"['    ', ' glass only', 'household plastic   grocery bags', '   ', ' brochures', ' postcards', ' etc ', '   catalogues   all types   sizes', '   bands']","['glass', 'household', 'plastic', 'grocery', 'bags', 'brochures', 'postcards', 'catalogues', 'types', 'sizes', 'bands']"
303314,Aluminum Bottles & Cans,2020-11-16 15:26:31.093,yes,,,,,0.1.0,0.1.0,text,3.0,['aluminum bottles   cans'],"['aluminum', 'bottles', 'cans']"
303315,"steel, tin & bi-metal cans",2020-11-16 15:26:31.093,yes,,,,,0.1.0,0.1.0,text,5.0,"['steel', ' tin   bi metal cans']","['steel', 'tin', 'bi', 'metal', 'cans']"
303316,"beverage bottles, cups & containers",2020-11-16 15:26:31.093,yes,,,,,0.1.0,0.1.0,text,4.0,"['beverage bottles', ' cups   containers']","['beverage', 'bottles', 'cups', 'containers']"
303317,"glass

food & drink glass bottles & jars",2020-11-16 15:26:31.093,yes,,,,,0.1.0,0.1.0,text,6.0,"['glass', 'food   drink glass bottles   jars']","['glass', 'food', 'drink', 'glass', 'bottles', 'jars']"
303318,"bottles, jars & jugs",2020-11-16 15:26:31.093,yes,,,,,0.1.0,0.1.0,text,3.0,"['bottles', ' jars   jugs']","['bottles', 'jars', 'jugs']"
303319,cardboard,2020-11-16 15:26:31.093,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
303320,newspapers & inserts,2020-11-16 15:26:31.093,yes,,,,,0.1.0,0.1.0,text,2.0,['newspapers   inserts'],"['newspapers', 'inserts']"
342127,No text - category selected manually,2020-11-17 09:49:26.020,yes,,,,,0.1.1,0.1.0,checkbox,,,
342128,No text - category selected manually,2020-11-17 09:49:26.020,yes,,,,,0.1.1,0.1.0,checkbox,,,
342129,No text - category selected manually,2020-11-17 09:49:26.020,yes,,,,,0.1.1,0.1.0,checkbox,,,
303531,glass bottles and jars: glass bottles and jars (all colors),2020-11-16 15:26:38.463,yes,,,,,0.1.0,0.1.0,text,7.0,"['glass bottles and jars', ' glass bottles and jars  all colors ']","['glass', 'bottles', 'jars', 'glass', 'bottles', 'jars', 'colors']"
303532,plastics #1 - #5 and #7,2020-11-16 15:26:38.463,yes,,,,,0.1.0,0.1.0,text,1.0,['plastics         and   '],['plastics']
303533,cardboard,2020-11-16 15:26:38.463,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
303534,phone books,2020-11-16 15:26:38.463,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
303535,paper bags,2020-11-16 15:26:38.463,yes,,,,,0.1.0,0.1.0,text,2.0,['paper bags'],"['paper', 'bags']"
303536,newspapers,2020-11-16 15:26:38.463,yes,,,,,0.1.0,0.1.0,text,1.0,['newspapers'],['newspapers']
303537,mixed paper,2020-11-16 15:26:38.463,yes,,,,,0.1.0,0.1.0,text,2.0,['mixed paper'],"['mixed', 'paper']"
342535,BEVERAGE CANS,2020-11-17 09:49:42.560,yes,,,,,0.1.1,0.1.0,text,2.0,['beverage cans'],"['beverage', 'cans']"
303566,plastic containers marked no.1 - no.7,2020-11-16 15:26:39.710,yes,,,,,0.1.0,0.1.0,text,3.0,['plastic containers marked no     no  '],"['plastic', 'containers', 'marked']"
303567,"cardboard (cereal boxes, gift boxes, rice boxes, etc.)",2020-11-16 15:26:39.710,yes,,,,,0.1.0,0.1.0,text,7.0,"['cardboard  cereal boxes', ' gift boxes', ' rice boxes', ' etc  ']","['cardboard', 'cereal', 'boxes', 'gift', 'boxes', 'rice', 'boxes']"
303568,"corrugated cardboard (moving boxes, etc.)",2020-11-16 15:26:39.710,yes,,,,,0.1.0,0.1.0,text,4.0,"['corrugated cardboard  moving boxes', ' etc  ']","['corrugated', 'cardboard', 'moving', 'boxes']"
303569,"phone books
shoe boxes",2020-11-16 15:26:39.710,yes,,,,,0.1.0,0.1.0,text,4.0,"['phone books', 'shoe boxes']","['phone', 'books', 'shoe', 'boxes']"
343399,plastic containers,2020-11-17 09:50:17.170,yes,,,,,0.1.1,0.1.0,text,2.0,['plastic containers'],"['plastic', 'containers']"
343400,cardboard,2020-11-17 09:50:17.170,yes,,,,,0.1.1,0.1.0,text,1.0,['cardboard'],['cardboard']
343401,"paper, and cartons  
 lids, and foil",2020-11-17 09:50:17.170,yes,,,,,0.1.1,0.1.0,text,4.0,"['paper', ' and cartons  ', ' lids', ' and foil']","['paper', 'cartons', 'lids', 'foil']"
457879,Plastic bags,2021-07-06 14:39:26.953,no,"{'originalSize': {'height': 6812, 'width': 1600}, 'x1': 1064, 'x2': 1535, 'y1': 3660, 'y2': 3703}",,,,,,,2.0,['plastic bags'],"['plastic', 'bags']"
303701,tin & steel cans,2020-11-16 15:26:46.803,yes,,,,,0.1.0,0.1.0,text,3.0,['tin   steel cans'],"['tin', 'steel', 'cans']"
303702,"food cans, fruit and vegetable cans",2020-11-16 15:26:46.803,yes,,,,,0.1.0,0.1.0,text,5.0,"['food cans', ' fruit and vegetable cans']","['food', 'cans', 'fruit', 'vegetable', 'cans']"
303703,aluminum foil,2020-11-16 15:26:46.803,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum foil'],"['aluminum', 'foil']"
303704,"pie pans
and other small scrap.",2020-11-16 15:26:46.803,yes,,,,,0.1.0,0.1.0,text,4.0,"['pie pans', 'and other small scrap ']","['pie', 'pans', 'small', 'scrap']"
303705,plastic bottles,2020-11-16 15:26:46.803,yes,,,,,0.1.0,0.1.0,text,2.0,['plastic bottles'],"['plastic', 'bottles']"
303805,"glass bottles & jars (clear, green & brown)",2020-11-16 15:26:49.267,yes,,,,,0.1.0,0.1.0,text,6.0,"['glass bottles   jars  clear', ' green   brown ']","['glass', 'bottles', 'jars', 'clear', 'green', 'brown']"
303806,"plastic bottles, jars & small containers with codes #1, #2, #3, #4, #5, and #7",2020-11-16 15:26:49.267,yes,,,,,0.1.0,0.1.0,text,6.0,"['plastic bottles', ' jars   small containers with codes   ', '   ', '   ', '   ', '   ', ' and   ']","['plastic', 'bottles', 'jars', 'small', 'containers', 'codes']"
303808,Aluminum/Tin Cans,2020-11-16 15:26:49.397,yes,,,,,0.1.0,0.1.0,text,3.0,['aluminum tin cans'],"['aluminum', 'tin', 'cans']"
303809,cardboard,2020-11-16 15:26:49.397,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
303810,"glass (excluding tempered or mirrors)
paper
plastic #1 and #2",2020-11-16 15:26:49.397,yes,,,,,0.1.0,0.1.0,text,6.0,"['glass  excluding tempered or mirrors ', 'paper', 'plastic    and   ']","['glass', 'excluding', 'tempered', 'mirrors', 'paper', 'plastic']"
303811,Tin food cans,2020-11-16 15:26:49.783,yes,,,,,0.1.0,0.1.0,text,3.0,['tin food cans'],"['tin', 'food', 'cans']"
303812,aluminum cans,2020-11-16 15:26:49.783,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum cans'],"['aluminum', 'cans']"
303813,aluminum foil/pans,2020-11-16 15:26:49.783,yes,,,,,0.1.0,0.1.0,text,3.0,['aluminum foil pans'],"['aluminum', 'foil', 'pans']"
303814,plastic bottles,2020-11-16 15:26:49.783,yes,,,,,0.1.0,0.1.0,text,2.0,['plastic bottles'],"['plastic', 'bottles']"
303815,cardboard,2020-11-16 15:26:49.783,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
303816,newspaper,2020-11-16 15:26:49.783,yes,,,,,0.1.0,0.1.0,text,1.0,['newspaper'],['newspaper']
303817,office paper,2020-11-16 15:26:49.783,yes,,,,,0.1.0,0.1.0,text,2.0,['office paper'],"['office', 'paper']"
303818,magazines,2020-11-16 15:26:49.783,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
303819,#1-#7,2020-11-16 15:26:49.783,yes,,,,,0.1.0,0.1.0,text,0.0,['     '],[]
303820,food	&	drink	cans,2020-11-16 15:26:50.073,yes,,,,,0.1.0,0.1.0,text,3.0,"['food', 'drink', 'cans']","['food', 'drink', 'cans']"
303821,"plastic	
1
&
2",2020-11-16 15:26:50.073,yes,,,,,0.1.0,0.1.0,text,1.0,['plastic'],['plastic']
303822,cardboard,2020-11-16 15:26:50.073,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
303943,brown paper bags,2020-11-16 15:26:55.577,yes,,,,,0.1.0,0.1.0,text,3.0,['brown paper bags'],"['brown', 'paper', 'bags']"
303944,newspaper,2020-11-16 15:26:55.577,yes,,,,,0.1.0,0.1.0,text,1.0,['newspaper'],['newspaper']
303945,cereal boxes,2020-11-16 15:26:55.577,yes,,,,,0.1.0,0.1.0,text,2.0,['cereal boxes'],"['cereal', 'boxes']"
303946,junk mail,2020-11-16 15:26:55.577,yes,,,,,0.1.0,0.1.0,text,2.0,['junk mail'],"['junk', 'mail']"
303947,chipboard,2020-11-16 15:26:55.577,yes,,,,,0.1.0,0.1.0,text,1.0,['chipboard'],['chipboard']
303948,magazines,2020-11-16 15:26:55.577,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
303949,catalogs,2020-11-16 15:26:55.577,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
303950,"ea cans
    
    beer and wine bottles
    
    
     (, shoe boxes, etc.)
    
    food jars",2020-11-16 15:26:55.577,yes,,,,,0.1.0,0.1.0,text,9.0,"['ea cans', '    ', '    beer and wine bottles', '    ', '    ', '      ', ' shoe boxes', ' etc  ', '    ', '    food jars']","['ea', 'cans', 'beer', 'wine', 'bottles', 'shoe', 'boxes', 'food', 'jars']"
303951,Cardboard,2020-11-16 15:26:55.660,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
303952,paper,2020-11-16 15:26:55.660,yes,,,,,0.1.0,0.1.0,text,1.0,['paper'],['paper']
303961,"beverage containers
    food containers
    jars
    clear glass
    brown glass
    green glass


    beverage containers (ubcs)
    
    steel food beverage containers
    trays and foil",2020-11-16 15:26:56.777,yes,,,,,0.1.0,0.1.0,text,20.0,"['beverage containers', '    food containers', '    jars', '    clear glass', '    brown glass', '    green glass', '    beverage containers  ubcs ', '    ', '    steel food beverage containers', '    trays and foil']","['beverage', 'containers', 'food', 'containers', 'jars', 'clear', 'glass', 'brown', 'glass', 'green', 'glass', 'beverage', 'containers', 'ubcs', 'steel', 'food', 'beverage', 'containers', 'trays', 'foil']"
303962,"glass

glass bottles recycle 	
yes!",2020-11-16 15:26:56.777,yes,,,,,0.1.0,0.1.0,text,5.0,"['glass', 'glass bottles recycle ', 'yes ']","['glass', 'glass', 'bottles', 'recycle', 'yes']"
303963,"juice cartons
    soda, water, 
    health & beauty aid product bottles
    household cleaners
    margarine tubs
    frozen dessert cups
    6-pack and 12-pack rings
    yogurt cups
    narrow neck grocery item bottles
    syrup and ketchup bottles",2020-11-16 15:26:56.777,yes,,,,,0.1.0,0.1.0,text,29.0,"['juice cartons', '    soda', ' water', '    health   beauty aid product bottles', '    household cleaners', '    margarine tubs', '    frozen dessert cups', '      pack and    pack rings', '    yogurt cups', '    narrow neck grocery item bottles', '    syrup and ketchup bottles']","['juice', 'cartons', 'soda', 'water', 'health', 'beauty', 'aid', 'product', 'bottles', 'household', 'cleaners', 'margarine', 'tubs', 'frozen', 'dessert', 'cups', 'pack', 'pack', 'rings', 'yogurt', 'cups', 'narrow', 'neck', 'grocery', 'item', 'bottles', 'syrup', 'ketchup', 'bottles']"
343992,No text - category selected manually,2020-11-17 09:50:45.690,yes,,,,,0.1.1,0.1.0,checkbox,,,
344784,No text - category selected manually,2020-11-17 09:51:16.857,yes,,,,,0.1.1,0.1.0,checkbox,,,
344785,No text - category selected manually,2020-11-17 09:51:16.857,yes,,,,,0.1.1,0.1.0,checkbox,,,
301954,paper bags,2020-11-16 15:25:37.367,yes,,,,,0.1.0,0.1.0,text,2.0,['paper bags'],"['paper', 'bags']"
301955,newspapers and inserts,2020-11-16 15:25:37.367,yes,,,,,0.1.0,0.1.0,text,2.0,['newspapers and inserts'],"['newspapers', 'inserts']"
301956,office paper,2020-11-16 15:25:37.367,yes,,,,,0.1.0,0.1.0,text,2.0,['office paper'],"['office', 'paper']"
301957,pizza boxes,2020-11-16 15:25:37.367,yes,,,,,0.1.0,0.1.0,text,2.0,['pizza boxes'],"['pizza', 'boxes']"
301958,junk mail,2020-11-16 15:25:37.367,yes,,,,,0.1.0,0.1.0,text,2.0,['junk mail'],"['junk', 'mail']"
301959,chipboard,2020-11-16 15:25:37.367,yes,,,,,0.1.0,0.1.0,text,1.0,['chipboard'],['chipboard']
345458,No text - category selected manually,2020-11-17 09:51:40.033,yes,,,,,0.1.1,0.1.0,checkbox,,,
345459,No text - category selected manually,2020-11-17 09:51:40.033,yes,,,,,0.1.1,0.1.0,checkbox,,,
345460,No text - category selected manually,2020-11-17 09:51:40.033,yes,,,,,0.1.1,0.1.0,checkbox,,,
345461,No text - category selected manually,2020-11-17 09:51:40.033,yes,,,,,0.1.1,0.1.0,checkbox,,,
303964,"#1, #2",2020-11-16 15:26:56.777,yes,,,,,0.1.0,0.1.0,text,0.0,['   '],[]
303965,beer cases),2020-11-16 15:26:56.777,yes,,,,,0.1.0,0.1.0,text,2.0,['beer cases '],"['beer', 'cases']"
303966,cardboard,2020-11-16 15:26:56.777,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
304145,aluminum pans,2020-11-16 15:27:03.960,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum pans'],"['aluminum', 'pans']"
304146,"aluminum, steel), plastic, glass (brown, green, clear), paper (newspaper and inserts, cardboard),  foil",2020-11-16 15:27:03.960,yes,,,,,0.1.0,0.1.0,text,12.0,"['aluminum', ' steel ', ' plastic', ' glass  brown', ' green', ' clear ', ' paper  newspaper and inserts', ' cardboard ', '  foil']","['aluminum', 'steel', 'plastic', 'glass', 'brown', 'green', 'clear', 'paper', 'newspaper', 'inserts', 'cardboard', 'foil']"
304147,cans (,2020-11-16 15:27:03.960,yes,,,,,0.1.0,0.1.0,text,1.0,['cans  '],['cans']
304148,Scrap metal,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,2.0,['scrap metal'],"['scrap', 'metal']"
304149,aluminum beverage cans,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,3.0,['aluminum beverage cans'],"['aluminum', 'beverage', 'cans']"
304150,food cans,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,2.0,['food cans'],"['food', 'cans']"
304151,milk cartons,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,2.0,['milk cartons'],"['milk', 'cartons']"
304152,cardboard,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
304153,phone books,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
304154,newspaper,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,1.0,['newspaper'],['newspaper']
304155,frozen food boxes,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,3.0,['frozen food boxes'],"['frozen', 'food', 'boxes']"
304156,file folders,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,2.0,['file folders'],"['file', 'folders']"
304157,junk mail,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,2.0,['junk mail'],"['junk', 'mail']"
304158,envelopes,2020-11-16 15:27:04.513,yes,,,,,0.1.0,0.1.0,text,1.0,['envelopes'],['envelopes']
304264,"corrugated
cardboard.",2020-11-16 15:27:09.113,yes,,,,,0.1.0,0.1.0,text,2.0,"['corrugated', 'cardboard ']","['corrugated', 'cardboard']"
304265,newspapers & inserts,2020-11-16 15:27:09.113,yes,,,,,0.1.0,0.1.0,text,2.0,['newspapers   inserts'],"['newspapers', 'inserts']"
304266,magazines,2020-11-16 15:27:09.113,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
304267,catalogs,2020-11-16 15:27:09.113,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
304268,"glass all juice, pop & soda 
beer & wine  can be
recycled. 
 . 
 items with a recycling logo of
“ located on the bottom of the
item can be recycled. (for example: soda
 remove all caps or lids 
paper   and
, office and school paper,
computer paper, discarded mail, paper
grocery and lunch bags",2020-11-16 15:27:09.113,yes,,,,,0.1.0,0.1.0,text,30.0,"['glass all juice', ' pop   soda ', 'beer   wine  can be', 'recycled  ', '   ', ' items with a recycling logo of', '  located on the bottom of the', 'item can be recycled   for example', ' soda', ' remove all caps or lids ', 'paper   and', ' office and school paper', 'computer paper', ' discarded mail', ' paper', 'grocery and lunch bags']","['glass', 'juice', 'pop', 'soda', 'beer', 'wine', 'recycled', 'items', 'recycling', 'logo', 'located', 'item', 'recycled', 'example', 'soda', 'remove', 'caps', 'lids', 'paper', 'office', 'school', 'paper', 'computer', 'paper', 'discarded', 'mail', 'paper', 'grocery', 'lunch', 'bags']"
304269,No text - category selected manually,2020-11-16 15:27:09.113,yes,,,,,0.1.0,0.1.0,checkbox,,,
304270,No text - category selected manually,2020-11-16 15:27:09.113,yes,,,,,0.1.0,0.1.0,checkbox,,,
304271,No text - category selected manually,2020-11-16 15:27:09.113,yes,,,,,0.1.0,0.1.0,checkbox,,,
300346,corrugated cardboard,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,2.0,['corrugated cardboard'],"['corrugated', 'cardboard']"
300347,phone books,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
300348,brown paper bags,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,3.0,['brown paper bags'],"['brown', 'paper', 'bags']"
300349,newspapers,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,1.0,['newspapers'],['newspapers']
300350,mixed paper,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,2.0,['mixed paper'],"['mixed', 'paper']"
300351,office paper,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,2.0,['office paper'],"['office', 'paper']"
300352,cereal boxes,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,2.0,['cereal boxes'],"['cereal', 'boxes']"
300353,junk mail,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,2.0,['junk mail'],"['junk', 'mail']"
346235,cardboard,2020-11-17 09:52:10.603,yes,,,,,0.1.1,0.1.0,text,1.0,['cardboard'],['cardboard']
346236,newspaper,2020-11-17 09:52:10.603,yes,,,,,0.1.1,0.1.0,text,1.0,['newspaper'],['newspaper']
304378,telephone books,2020-11-16 15:27:12.520,yes,,,,,0.1.0,0.1.0,text,2.0,['telephone books'],"['telephone', 'books']"
304379,newspapers,2020-11-16 15:27:12.520,yes,,,,,0.1.0,0.1.0,text,1.0,['newspapers'],['newspapers']
304380,office paper,2020-11-16 15:27:12.520,yes,,,,,0.1.0,0.1.0,text,2.0,['office paper'],"['office', 'paper']"
304381,cereal boxes,2020-11-16 15:27:12.520,yes,,,,,0.1.0,0.1.0,text,2.0,['cereal boxes'],"['cereal', 'boxes']"
304382,magazines,2020-11-16 15:27:12.520,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
304383,catalogs,2020-11-16 15:27:12.520,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
346398," plastics,   glass",2020-11-17 09:52:16.007,yes,,,,,0.1.1,0.1.0,text,2.0,"[' plastics', '   glass']","['plastics', 'glass']"
346399,No text - category selected manually,2020-11-17 09:52:16.007,yes,,,,,0.1.1,0.1.0,checkbox,,,
304384,"paper products:  , ,  printer paper, copier paper, mail and all other  without wax liners: packing boxes, , gift boxes and . flatten boxes before placing in your cart
cans: ; aluminum bottles are also accepted
cartons: aseptic poly-coated drink boxes",2020-11-16 15:27:12.520,yes,,,,,0.1.0,0.1.0,text,27.0,"['paper products', '  printer paper', ' copier paper', ' mail and all other  without wax liners', ' packing boxes', ' gift boxes and   flatten boxes before placing in your cart', 'cans', '   aluminum bottles are also accepted', 'cartons', ' aseptic poly coated drink boxes']","['paper', 'products', 'printer', 'paper', 'copier', 'paper', 'mail', 'wax', 'liners', 'packing', 'boxes', 'gift', 'boxes', 'flatten', 'boxes', 'placing', 'cart', 'cans', 'aluminum', 'bottles', 'accepted', 'cartons', 'aseptic', 'poly', 'coated', 'drink', 'boxes']"
304385,steel and aluminum food & beverage cans,2020-11-16 15:27:13.077,yes,,,,,0.1.0,0.1.0,text,5.0,['steel and aluminum food   beverage cans'],"['steel', 'aluminum', 'food', 'beverage', 'cans']"
304386,glass bottles,2020-11-16 15:27:13.077,yes,,,,,0.1.0,0.1.0,text,2.0,['glass bottles'],"['glass', 'bottles']"
304387,juice cartons and milk cartons,2020-11-16 15:27:13.077,yes,,,,,0.1.0,0.1.0,text,4.0,['juice cartons and milk cartons'],"['juice', 'cartons', 'milk', 'cartons']"
304388,"bottles: (plastic & glass) - plastic bottles* milk, water, detergent, soda and shampoo (flatten and replace cap);",2020-11-16 15:27:13.077,yes,,,,,0.1.0,0.1.0,text,13.0,"['bottles', '  plastic   glass    plastic bottles  milk', ' water', ' detergent', ' soda and shampoo  flatten and replace cap  ']","['bottles', 'plastic', 'glass', 'plastic', 'bottles', 'milk', 'water', 'detergent', 'soda', 'shampoo', 'flatten', 'replace', 'cap']"
346737,No text - category selected manually,2020-11-17 09:52:30.753,yes,,,,,0.1.1,0.1.0,checkbox,,,
346738,No text - category selected manually,2020-11-17 09:52:30.753,yes,,,,,0.1.1,0.1.0,checkbox,,,
346739,No text - category selected manually,2020-11-17 09:52:30.753,yes,,,,,0.1.1,0.1.0,checkbox,,,
457924,"Paper ( newspapers , cereal boxes , flyers , magazines , junk mail , etc. )",2021-07-07 20:20:22.800,yes,"{'originalSize': {'height': 9126, 'width': 1600}, 'x1': 132, 'x2': 1089, 'y1': 3196, 'y2': 3268}",,,,,,,8.0,"['paper   newspapers ', ' cereal boxes ', ' flyers ', ' magazines ', ' junk mail ', ' etc   ']","['paper', 'newspapers', 'cereal', 'boxes', 'flyers', 'magazines', 'junk', 'mail']"
302764,styrofoam,2020-11-16 15:26:10.440,yes,,,,,0.1.0,0.1.0,text,1.0,['styrofoam'],['styrofoam']
302765,empty aerosol cans,2020-11-16 15:26:10.440,yes,,,,,0.1.0,0.1.0,text,2.0,['empty aerosol cans'],"['aerosol', 'cans']"
302766,aluminum food and beverage cans,2020-11-16 15:26:10.440,yes,,,,,0.1.0,0.1.0,text,4.0,['aluminum food and beverage cans'],"['aluminum', 'food', 'beverage', 'cans']"
302767,steel and tin cans,2020-11-16 15:26:10.440,yes,,,,,0.1.0,0.1.0,text,3.0,['steel and tin cans'],"['steel', 'tin', 'cans']"
302768,"pie tins
ea cans",2020-11-16 15:26:10.440,yes,,,,,0.1.0,0.1.0,text,4.0,"['pie tins', 'ea cans']","['pie', 'tins', 'ea', 'cans']"
347700,newspaper,2020-11-17 09:53:16.070,yes,,,,,0.1.1,0.1.0,text,1.0,['newspaper'],['newspaper']
347701,mixed paper,2020-11-17 09:53:16.070,yes,,,,,0.1.1,0.1.0,text,2.0,['mixed paper'],"['mixed', 'paper']"
